0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
48151,5823,929,16864,2541,5797,520,16179,2532,1242,981,3692,3516,992,756,2104,3757,1766,1919,5994,2198,2101,1635,6081,2123,548,2844,11829,9262,867,3082,12093,10979,297,717,2852,8348,379,713,2409,7506,843,226,416,625,925,508,257,240,47,478,234,324,120,941,353,119,8472527,55899,258
46907,5404,940,17340,2635,5149,567,16128,2562,1253,979,3725,3436,1017,698,2161,3545,1764,1835,6114,2066,1918,1559,5801,2041,511,2747,10963,7731,873,2935,11705,10416,299,792,2881,7782,361,705,2435,7998,892,255,450,670,971,517,311,301,55,576,250,346,176,977,338,146,8477142,56949,258
41185,4745,1014,16678,1365,4724,1057,16409,1258,920,974,3279,3358,962,913,2809,3380,3356,1848,4381,2153,3452,1775,4288,2290,2922,6874,8713,5139,2845,6743,9050,5928,371,2611,3706,4675,339,3092,3772,3984,571,334,316,298,577,419,313,240,42,278,54,117,55,318,67,76,8494093,52495,259
43199,4982,1166,17985,1419,5044,1095,17736,1281,959,978,3540,3271,965,877,2976,3520,3795,2025,4285,2157,3813,1896,4411,2167,3368,7912,8844,5302,3496,7890,9265,5501,294,3179,4215,4831,340,3729,4301,4002,571,394,306,300,562,439,348,222,45,313,68,135,53,364,60,90,8476850,56869,259
40021,4645,1138,16862,1347,4541,1129,16330,1366,1051,997,3483,3154,957,888,2657,3359,3454,1909,4243,2026,3485,1806,4156,2286,2855,6710,7931,4759,2795,6823,8437,5542,304,2819,3621,4415,348,3009,4012,4140,578,389,336,328,579,455,339,266,71,338,98,134,67,374,68,93,8496656,53021,259
33502,3146,673,11475,1390,2970,481,11260,1513,794,630,2289,2156,533,541,1717,2454,1615,1299,4337,1542,1631,1139,4313,1465,679,2018,9341,4669,969,2550,9813,5342,199,851,1777,5776,205,590,1561,5498,478,188,193,260,461,220,246,258,28,327,68,126,39,448,180,125,8563496,36156,260
33571,3141,749,10758,1514,3112,542,10171,1462,722,680,2223,2117,592,526,1689,2304,1525,1265,4164,1481,1637,1173,4202,1546,771,1884,7973,4558,960,2207,8280,5389,223,864,1569,5808,223,540,1350,5525,528,176,176,251,478,263,263,297,23,305,75,152,56,430,203,181,8570493,34660,260
35785,3481,708,10291,1632,3413,516,10362,1585,796,688,2351,2299,656,532,1827,2530,1544,1337,4437,1717,1711,1142,4573,1456,730,1800,7604,5562,906,2188,7901,6162,224,755,1478,6283,241,534,1339,6017,520,168,179,295,478,266,284,296,36,324,95,158,55,489,192,173,8562427,36472,260
31465,3438,814,11722,1303,3260,567,11492,1356,881,770,2885,2508,705,550,2158,2895,1692,1537,4175,1590,1875,1330,4430,1623,844,2511,7354,4391,1136,2888,7658,5184,252,922,1917,5252,256,781,1694,4483,612,198,187,330,581,260,184,237,35,275,60,110,77,374,81,131,8566800,34924,261
39938,4258,903,13363,1564,3953,577,13108,1743,1010,873,3275,2889,841,610,2350,3190,1691,1659,5669,1940,1999,1491,5770,1852,769,2210,8817,5885,1143,2749,9408,6954,328,836,1920,7353,379,645,1461,6921,795,169,218,422,795,236,233,258,55,363,81,151,86,505,113,153,8528506,42567,261
34739,3546,810,12336,1410,3359,537,12039,1562,915,828,3220,2663,794,607,2152,3010,1575,1579,4635,1674,1872,1401,4813,1718,709,2206,8254,4612,1012,2610,8501,5766,299,738,1973,5973,317,606,1530,5596,677,172,185,428,713,273,195,252,60,331,69,154,88,476,112,128,8553363,37828,261
49955,5650,831,18727,1436,5428,574,18919,1456,1129,1030,3243,3068,931,755,2621,3608,2492,1929,5939,2152,2857,1761,6359,1954,1595,4554,15992,8384,1903,5003,17221,8891,294,1843,3519,8333,335,1362,3079,8084,815,176,210,313,803,298,197,260,38,195,30,94,50,305,80,108,8452611,58221,262
46698,5040,851,20475,1352,4841,621,20546,1427,1037,1034,3212,3098,973,737,2599,3399,2623,2107,5410,2006,2853,1836,5618,1987,1847,5536,17659,7291,2117,5623,18313,7758,301,1878,4668,7164,316,1674,4003,6623,719,186,200,310,682,245,203,230,39,213,58,101,73,330,83,68,8450726,60383,262
49717,5441,814,19353,1386,5218,633,19643,1441,1111,1050,3058,3026,937,760,2498,3423,2439,1977,5803,2137,2777,1696,6291,1981,1640,4724,17284,8064,2029,5122,18040,8750,310,1742,3636,8218,335,1470,3418,7852,715,187,216,315,780,269,193,233,31,189,45,90,66,306,89,100,8449407,59525,262
26666,3032,748,13705,676,2719,571,13747,910,1006,863,2670,2257,632,577,2259,2845,3056,2022,3048,1641,3213,1629,3373,1675,2302,7533,5091,2536,2638,8329,5757,2746,214,2736,4875,1870,237,2355,3969,1411,354,186,131,199,345,176,161,276,13,54,5,34,8,83,7,99,8558222,39508,263
25624,2701,739,13493,630,2358,535,13342,860,1024,954,2803,2284,627,548,2110,2818,2794,2048,2909,1467,3201,1555,3301,1394,1947,6933,5181,2037,2213,7595,5818,2218,209,2823,4523,2017,211,1847,4097,1367,261,165,161,254,344,192,102,214,15,67,5,44,13,59,9,90,8567137,37713,263
26004,2944,744,13562,672,2619,518,13671,852,944,954,2676,2227,634,558,2086,2686,2983,1929,2947,1637,3135,1612,3213,1684,2220,7537,5126,2378,2686,8059,5995,2816,197,2622,4636,1872,212,2193,4283,1533,298,194,147,221,349,179,182,258,16,38,8,37,11,70,5,97,8561249,38785,263
31977,3325,1037,14841,1005,3120,821,15124,1016,795,816,2703,2258,653,614,2277,2610,2800,1484,2659,1567,2937,1338,2756,1464,2650,8849,5322,2474,3099,9189,5767,2804,270,3071,3838,2769,255,2865,4064,2394,399,313,310,247,360,366,181,211,63,315,64,108,63,357,74,84,8538845,45963,264
33924,3493,1147,15803,1048,3270,883,15864,1174,829,885,2796,2370,696,665,2315,2773,2894,1590,2723,1629,3040,1374,2978,1613,2637,9039,5826,2663,3109,9384,6236,3106,266,3436,4827,2801,253,3174,4196,2536,420,337,313,298,450,377,241,214,67,420,95,155,87,385,85,118,8524521,50152,264
33773,3443,1133,16589,1045,3287,881,16554,1152,845,891,2737,2342,740,665,2240,2740,2849,1638,2910,1633,3010,1408,2923,1610,2565,9923,6285,2899,2989,10114,6673,3402,256,3192,4999,2835,290,3016,5128,2674,391,323,350,284,401,370,220,186,68,355,74,142,88,398,90,84,8517690,52208,264
26545,2701,633,11727,1165,2597,553,10955,1050,813,624,2301,2280,663,603,1746,2391,1930,1489,3100,1253,1983,1362,3171,1410,1042,3847,6432,2960,980,3982,6823,3791,138,1264,2337,3492,127,1146,2257,3145,358,144,199,251,329,255,223,195,24,243,60,144,56,349,123,88,8584985,33166,265
27290,2773,748,12246,1126,2633,630,11815,1127,734,752,2398,2321,694,611,1850,2437,2161,1533,3234,1420,2123,1460,3287,1459,1165,4546,6951,2940,1268,4755,7123,3739,139,1341,2639,3582,158,1565,2406,3006,336,210,184,279,351,212,229,180,26,257,85,153,57,331,106,68,8575944,34807,265
27773,2782,646,11509,1184,2741,552,11022,1003,731,657,2132,2339,640,582,1662,2322,1851,1342,3147,1384,1846,1169,3088,1401,953,3746,6737,3509,965,3926,7044,4157,136,1159,2338,3516,140,1029,2109,3286,352,145,240,257,292,251,229,195,18,255,69,122,39,391,151,94,8582423,34222,265
27017,2181,582,21236,745,1716,502,20459,838,753,761,2511,2351,602,621,1787,2717,2148,1792,3259,1128,2049,1628,3230,1229,725,8171,13248,1925,989,8749,14186,2713,73,1229,7625,4074,75,1017,7861,2980,180,106,221,171,190,139,148,154,29,209,31,75,43,290,49,26,8508136,60321,266
25675,2086,543,20613,688,1713,467,20162,770,764,740,2515,2429,595,572,1771,2742,2083,1799,3035,1195,2005,1555,3025,1226,641,8196,12311,1959,946,8908,13034,2751,82,1149,7202,3596,82,996,7856,2794,194,130,203,184,171,128,152,187,47,241,51,162,46,276,47,56,8515409,59045,266
25371,1981,558,20372,716,1593,463,19919,790,759,705,2502,2378,568,527,1744,2678,2106,1705,3264,1160,1953,1554,2997,1211,569,7923,12671,1764,872,8446,13702,2572,64,1126,7464,3679,64,871,7588,2942,151,113,239,187,148,130,157,142,32,248,60,100,56,297,51,38,8517107,58853,266
49168,5216,1725,22658,1433,5157,1514,21949,1543,1250,1261,4408,3721,1111,1109,3529,4088,4703,2429,3956,2477,4977,2119,3873,2700,4685,13829,6671,3698,4576,14141,7131,4641,460,4812,5991,3469,483,5272,6073,2577,665,554,393,417,645,612,284,292,63,476,106,164,98,467,51,94,8427603,70433,267
51917,4943,2061,23638,1600,4786,1931,23136,1950,1341,1408,4859,4176,1177,1180,4066,4584,4866,2718,3846,2689,4930,2252,3872,2874,4215,13234,6666,3317,4655,13408,6787,4132,552,4848,6088,3335,495,5301,5987,2700,799,745,544,552,710,759,367,329,106,726,169,251,140,709,87,155,8416789,73543,267
52022,5503,1772,23201,1661,5422,1566,22508,1720,1353,1407,4671,3959,1173,1149,3773,4238,4857,2762,4219,2624,5109,2281,4190,2788,4798,14081,7306,4045,4771,13714,7564,4920,516,5076,6695,3763,519,5423,6758,2901,774,617,503,539,716,637,349,312,90,497,100,227,119,483,72,141,8410430,74616,267
47192,3399,670,34618,1342,3089,686,34262,1275,758,734,2879,2777,755,618,2306,3017,2536,1878,5002,1447,2767,1745,4639,1470,2002,9031,31296,3431,1899,9134,32534,3987,131,2279,9238,7245,115,2249,9226,6400,294,186,289,232,311,201,243,239,41,478,112,117,71,646,118,63,8362193,92108,268
47393,3634,736,32977,1349,3415,797,32500,1237,806,827,2988,2878,809,679,2478,3051,2836,1982,5003,1560,2906,1750,4702,1591,2302,9056,28739,3463,2207,8810,30331,4148,141,2427,8344,6901,146,2436,8777,6417,321,193,277,234,328,188,283,244,46,435,98,138,83,589,93,72,8371837,89012,268
47552,3838,712,31648,1288,3616,769,31080,1167,840,866,2962,2830,868,664,2344,2969,2838,1818,5198,1626,2998,1793,4776,1671,2402,8684,28402,3877,2271,8543,29863,4595,174,2413,7889,7256,144,2533,7854,6778,300,207,215,218,339,221,223,230,40,314,102,95,57,384,89,68,8379306,85183,268
37764,3952,787,17320,1290,3948,774,16526,1189,762,891,2846,2947,863,745,2139,2799,2619,1484,4344,1784,2625,1666,4271,1897,1615,5848,11517,5060,1470,6032,12331,5958,197,1668,4151,5647,223,1802,4135,4737,471,204,192,213,455,307,249,144,24,241,36,86,34,322,100,45,8505110,51144,269
38078,3976,742,17736,1347,4025,767,17142,1202,808,836,2910,2929,873,771,2204,2778,2713,1519,4392,1771,2602,1638,4296,1878,1563,5884,11984,5319,1526,5987,12932,5934,205,1615,4115,5705,191,1818,4231,4915,454,179,243,199,469,296,268,160,29,240,53,117,39,401,86,46,8500492,52372,269
38801,4365,696,18345,1306,4312,704,17687,1179,828,858,2693,2878,910,794,2135,2807,2646,1570,4615,1784,2628,1724,4535,1956,1671,6073,13044,5902,1517,6115,13737,6507,203,1689,4034,5912,189,1673,4317,5212,466,178,198,219,490,229,236,168,12,196,50,104,30,312,92,33,8493000,53436,269
51774,5308,1538,23114,1988,5051,1002,22343,2353,1368,1327,4216,3656,1036,863,3025,4021,2593,2484,5737,2518,2865,1843,5664,2579,1644,6297,14196,6578,2033,6849,15449,8002,491,1836,6656,6389,561,1798,6126,6273,1047,320,470,827,1107,456,266,359,136,728,248,397,269,1057,221,197,8412976,77475,270
58539,6120,1724,25417,2145,5755,1057,24842,2490,1546,1464,4747,4147,1247,974,3530,4788,2949,2899,6477,2946,3358,2185,6410,2935,1802,7082,15771,7511,2309,7589,17187,9095,506,2009,6988,7033,602,2011,6968,6926,1228,283,503,805,1321,455,293,407,117,717,246,445,261,1143,230,226,8374719,84521,270
59197,6392,1585,24845,2134,6001,1052,24046,2431,1559,1410,4789,4309,1271,991,3468,4816,2795,2766,6731,2942,3181,2121,6930,3033,1813,6225,15710,8221,2141,6733,17100,9677,542,1859,6419,7637,622,1781,6470,7347,1224,347,463,745,1286,486,272,384,113,663,178,372,231,981,199,206,8377783,82975,270
27828,3279,990,13628,914,3042,739,13961,972,817,901,2953,2562,737,651,2400,2873,2703,1691,2940,1733,2860,1497,2983,1640,2017,7108,4980,3058,2465,7440,5331,3428,274,2085,4541,2327,283,1924,4023,1722,491,304,224,241,436,310,218,259,41,238,48,77,59,244,40,130,8553895,42445,271
28387,3187,1021,13507,895,2982,807,13691,1020,912,882,3097,2520,769,687,2406,2891,2795,1675,2796,1620,2897,1652,2988,1668,2340,6937,4535,2616,2579,7355,5005,2916,284,2078,3858,2211,311,2056,4071,1628,476,341,245,224,454,354,233,250,37,250,55,87,67,278,41,118,8556839,41119,271
29625,3251,1053,14551,955,2983,822,14498,1066,882,877,3173,2583,767,729,2551,3024,2811,1666,2940,1769,2929,1569,3087,1700,2344,7732,5282,2577,2802,7689,5464,3088,315,2161,4707,2246,315,2166,3932,1892,471,355,265,300,481,369,232,249,54,274,78,101,75,300,49,127,8545380,44267,271
42333,3063,1106,27733,2095,2789,569,27405,1801,976,1072,3519,2718,819,528,2080,3026,1859,2104,5555,1463,2016,1581,5190,1395,670,4878,24182,3006,960,4887,26261,4009,155,1103,6162,7562,218,986,5788,7103,428,210,484,727,710,313,269,308,76,570,185,332,196,952,190,106,8427870,73349,272
41985,3203,956,26558,1987,2770,585,26150,1854,966,1046,3407,2652,784,548,2141,3012,1941,2034,5601,1428,2065,1636,5141,1457,637,4709,22791,3187,1020,4796,24761,4073,183,1133,5969,7508,187,1007,5549,7123,479,198,477,781,645,309,272,301,56,558,189,323,188,942,231,89,8436032,71390,272
41112,3071,1045,25620,2023,2838,601,25099,1768,977,1013,3388,2685,810,559,2054,2967,1892,2004,5418,1452,2032,1658,5402,1426,621,4644,21586,3105,1020,4527,23855,4162,172,1012,5761,7419,216,943,5182,6903,457,190,491,746,684,333,293,298,68,477,172,274,188,901,187,85,8446182,67932,272
39003,3946,1510,18817,1331,3892,1550,18390,1438,1109,1157,3875,3192,963,1038,3189,3780,3853,2183,3314,2049,3946,1848,3378,2210,2633,10301,5573,2937,2943,11058,5693,3818,436,3477,3757,2913,360,3420,3823,2192,718,538,506,460,593,570,450,359,96,677,149,188,109,575,92,106,8493195,54324,273
41858,4296,1658,19182,1391,4301,1608,18639,1598,1228,1196,4059,3424,952,1130,3262,4006,4012,2290,3567,2331,4120,1862,3527,2469,2814,10577,5064,3407,3326,10915,5370,4139,485,3910,3791,2979,473,3662,3615,2214,788,661,594,471,653,651,409,391,135,729,156,215,122,626,99,143,8481768,56682,273
40969,4360,1489,18282,1297,4176,1465,18050,1385,1167,1205,3915,3379,1017,1067,3263,3972,3912,2308,3600,2310,3895,1927,3559,2393,2897,10010,4888,3470,3296,10666,5192,4260,446,3336,3487,2961,404,3635,3422,2109,771,530,522,459,658,552,415,366,125,640,116,206,91,485,91,153,8490896,54083,273
35876,3858,1273,15014,907,3762,1245,15305,1017,953,1004,3311,2887,850,829,3000,3318,4066,1935,2668,1905,4034,1726,2857,1882,3630,9029,4450,2279,4053,9474,4587,2689,304,3648,3124,2117,281,4315,3109,1526,369,578,368,261,332,566,299,225,70,386,91,134,78,353,58,85,8526103,45547,274
34734,3978,1172,13946,785,3927,1095,13800,895,992,1122,3231,2702,900,875,2802,2934,4012,1997,2808,1914,4297,1961,2798,2001,4381,9075,4305,2142,4561,9050,4694,2620,231,3858,3026,1684,226,3787,3048,1368,289,436,249,235,279,422,256,141,35,136,31,80,42,146,28,45,8536556,40860,274
34800,4019,1240,14883,828,3836,1183,14596,945,925,1000,3240,2721,787,855,2849,3152,4025,1790,2704,1816,4160,1780,2677,2032,4152,9326,4105,2102,4402,9311,4588,2738,299,3819,3101,1943,288,4111,3055,1397,334,495,305,274,306,504,268,204,48,270,61,102,54,247,50,80,8531504,43314,274
43521,5044,923,17845,1115,4989,960,17067,1122,904,889,3003,2823,798,778,2462,2898,3616,1647,4188,1917,3822,1617,3890,2141,4167,9544,8342,4809,3977,9466,9085,5494,272,3792,4679,4671,279,3919,4632,4224,500,360,210,159,377,469,200,171,35,210,48,76,31,303,74,49,8477142,58255,275
43660,5079,1010,17918,1112,5083,1026,17251,1117,891,924,3243,3061,941,823,2663,3117,3772,1772,3883,2098,4012,1737,3972,2194,4692,9575,8160,4538,4453,9342,8880,5030,304,3754,4479,4369,308,4024,4551,3725,470,369,225,141,419,526,217,190,42,236,46,75,40,244,64,58,8476655,57440,275
43063,4931,980,18002,1114,4843,1017,17478,1073,832,872,3098,2922,787,751,2548,3007,3606,1723,4186,2012,3713,1554,3907,2121,4147,9620,8380,4648,4104,9647,9117,5299,288,3683,4365,4661,265,3769,4765,4189,477,338,221,169,401,485,219,190,39,238,45,81,33,315,68,49,8477560,57985,275
51493,6459,1073,19750,1228,6499,1057,19938,1171,977,1212,3439,3603,1062,1015,3276,3517,4240,2095,4612,2468,4268,1979,4579,2414,4654,10331,10407,7420,4502,9925,10889,7459,382,4022,5215,5183,389,4370,5135,4446,669,414,298,183,663,515,292,206,27,178,37,130,28,266,63,64,8431046,66768,276
48172,6007,932,18688,1174,6098,979,18527,1070,865,1040,3024,3325,1060,918,2785,3177,3624,1870,4553,2301,3861,1834,4450,2362,3952,9563,10419,7454,3778,9054,10896,7878,355,3513,4933,5151,345,3702,4822,4617,672,371,258,197,652,418,230,170,16,136,33,103,28,228,65,57,8450774,62464,276
51658,6467,1043,19515,1315,6574,1074,19690,1254,991,1207,3418,3654,1120,1027,3044,3495,4017,2092,5045,2477,4077,1968,4789,2527,4169,9768,11035,8131,3930,9643,11573,8520,399,3499,4549,5469,398,3863,4964,5186,698,388,283,239,653,447,277,254,16,199,46,119,41,288,72,84,8431497,65765,276
45327,5280,1177,21031,963,5236,1340,20131,1099,1092,1112,3577,3089,980,1011,3198,3161,4772,2130,3590,2118,4915,2026,3420,2443,6188,14671,7093,2908,5861,14811,7278,3817,310,5048,5383,3056,320,5528,5231,2322,421,514,289,230,338,486,264,267,52,266,46,94,41,186,30,63,8448716,63654,277
47048,5475,1294,21445,987,5313,1329,20557,1079,1052,1115,3625,3112,1016,1017,3376,3395,5011,2203,3711,2263,5045,2129,3445,2553,6137,15206,7211,2986,6338,15158,7625,3869,343,5183,5057,2980,336,5788,4910,2342,407,553,279,231,340,535,278,281,52,243,36,103,35,184,33,49,8442805,63492,277
45800,5189,1184,21715,1003,5137,1237,21083,1017,1051,1102,3491,3182,989,947,3274,3178,5106,2244,3715,2119,4936,2021,3595,2367,5869,14893,7918,3121,5584,14921,8162,3643,286,5249,5722,3215,275,5903,5748,2432,404,496,250,236,341,512,260,220,68,247,32,91,36,179,36,67,8441452,65450,277
42517,4856,1045,17561,1315,4859,1008,17068,1247,931,934,3161,3068,899,874,2597,3157,3254,1829,4175,1994,3547,1613,4093,2103,3787,8550,8848,4996,3560,8547,9411,5494,303,3130,4363,4557,298,3093,4107,4000,528,348,225,197,520,465,286,226,46,272,66,96,39,308,67,81,8484363,55118,278
40241,4370,1001,16684,1222,4416,1026,16025,1221,981,959,3136,3040,846,845,2695,3138,3286,1829,3905,1918,3263,1631,3783,2146,3415,7983,7957,4357,3330,7987,8549,4948,306,2882,4288,4179,273,2813,3882,3832,530,341,288,191,444,415,278,242,49,286,49,89,27,304,69,91,8499761,51958,278
41877,4703,950,17214,1279,4666,942,16861,1229,913,921,3220,3015,920,884,2635,3110,3249,1816,3961,1858,3332,1710,4108,2035,3302,7534,8764,5336,3209,7550,9431,5375,329,2992,4093,4748,313,2816,4231,4085,591,355,246,229,470,403,310,250,47,258,48,102,37,314,79,100,8490277,54368,278
38765,4562,1130,17972,1000,4309,1103,17532,1088,988,1053,3149,2766,904,869,2769,3076,3872,2054,3556,1954,3793,1783,3408,2177,3927,11588,6735,3331,4093,11622,7140,4054,300,3517,4248,3155,282,3966,4515,2388,437,397,280,287,390,429,289,214,58,263,45,109,51,234,39,60,8492006,53919,279
37989,4363,1102,18202,1012,4244,1021,17806,1116,1011,1060,3089,2913,897,921,2840,3131,3796,2137,3672,1902,3731,1824,3579,2061,3480,11029,6987,3518,3636,11351,7649,4028,281,3495,4806,3373,254,3404,4928,2523,425,329,267,255,402,363,284,228,51,291,37,84,53,228,47,60,8491687,54748,279
40336,4605,1123,18746,1060,4464,1119,18517,1186,1074,1095,3407,3037,919,893,2850,3155,3960,2120,3876,1949,3927,1904,3518,2222,3952,10681,7690,3631,4050,11425,8332,4453,285,3509,4910,3456,285,3540,4969,2723,485,421,298,297,444,407,330,253,70,275,61,88,53,264,52,87,8480110,57052,279
37467,4331,891,17327,888,4086,993,16332,918,815,949,3056,2793,859,768,2437,2745,3803,1700,3492,1802,3925,1782,3260,2027,3652,12118,6271,3594,3421,11929,6821,4338,184,3624,3798,3436,173,4217,3637,2443,348,240,189,151,325,267,162,132,19,153,43,64,35,179,33,35,8505813,48710,280
39062,4540,952,17960,823,4397,1008,17072,965,885,998,3111,2856,825,867,2530,2775,3855,1785,3461,1747,3959,1820,3391,2007,3650,12718,6229,4138,3350,12992,6790,4923,222,3775,3770,3567,179,4532,3808,2477,349,265,165,145,374,291,177,135,37,162,32,54,22,145,33,35,8496115,50693,280
41156,4719,975,18997,968,4487,972,18293,921,805,1025,3205,2964,855,838,2540,2868,3798,1762,3701,1899,3866,1782,3642,2069,3351,13492,7201,4777,3186,13158,7950,5505,231,3739,4157,3873,257,4042,4203,2992,461,242,163,141,413,291,165,164,27,165,35,62,24,179,36,50,8481100,55061,280
35970,3644,956,18757,1242,3258,809,18367,1217,853,927,3041,2889,736,677,2280,3058,2522,1799,4627,1649,2634,1714,4221,1656,1282,6573,11668,3949,1519,6683,12916,4634,259,1863,4600,5405,207,1553,4997,4931,452,246,331,287,454,305,228,149,31,299,70,131,56,349,68,49,8499437,54516,281
35612,3701,928,17899,1292,3443,779,17887,1274,876,907,3083,2938,810,714,2257,3161,2453,1788,4547,1612,2559,1702,4388,1607,1181,6374,11492,4123,1380,6273,12425,4774,252,1689,4505,5494,219,1531,4434,5150,401,199,282,264,487,278,214,177,22,252,52,104,64,311,31,33,8504785,52531,281
35893,3617,988,18863,1166,3326,869,18683,1202,913,963,3196,2980,786,714,2412,3257,2660,1865,4561,1740,2770,1702,4111,1734,1415,7183,11146,3698,1793,7216,12293,4590,246,2065,4688,5037,229,1778,5258,4758,483,253,308,353,466,306,229,188,46,312,59,137,79,334,54,41,8496826,55162,281
38838,4031,1287,16590,1412,4262,1243,16310,1483,1035,1082,3858,3492,1080,995,2976,3602,3385,1795,3635,2175,3551,1814,3627,2083,2800,7432,6988,3346,3068,6974,7319,4354,368,2691,3798,3085,426,3008,3741,3055,605,434,315,292,622,565,293,229,75,458,114,181,113,595,126,101,8506062,50726,282
38548,4099,1315,16883,1396,4106,1100,16782,1454,1015,1119,3746,3511,1080,1003,2937,3601,3464,1921,3697,2248,3625,1896,3832,2112,2573,7339,7418,3638,2895,7043,7789,4340,359,2713,4110,3428,391,3113,3963,2949,543,385,374,313,550,485,249,218,76,412,92,176,95,474,92,108,8503157,51650,282
37507,3858,1134,17791,1431,3859,1097,17003,1411,992,1051,3603,3342,949,920,2661,3367,3183,1776,3521,1946,3327,1831,3652,1981,2576,7467,7753,3243,2614,7097,8278,4120,306,2746,4150,3403,309,2842,4124,3201,580,358,320,304,564,489,290,236,64,408,132,157,107,497,119,87,8505589,52277,282
26799,3001,699,13240,1009,2816,636,12475,970,796,789,2476,2569,748,750,1796,2545,2303,1520,3346,1513,2294,1647,3391,1631,1195,3828,8412,3213,1204,3972,9125,4062,148,1094,2374,3501,139,1078,2540,2838,359,144,193,203,348,234,288,149,24,188,44,91,36,254,85,51,8572599,34228,283
28585,3536,692,13396,962,3254,587,12921,1016,813,828,2491,2569,717,698,1847,2662,2256,1579,3612,1677,2357,1595,3731,1666,1143,4105,8561,4098,1332,4346,8990,5230,146,1178,2998,4044,163,1065,2695,3278,405,120,178,197,402,234,234,135,19,170,41,74,29,252,71,47,8560734,37239,283
27289,3090,593,13276,971,2922,538,12447,946,775,727,2541,2429,674,676,1750,2517,2186,1524,3539,1427,2157,1526,3397,1562,953,3707,8329,3596,1133,3941,9115,4654,128,1193,2585,3893,136,1042,2731,3136,348,139,202,193,335,211,210,114,21,203,53,87,32,301,88,36,8570051,35625,283
40919,4145,606,15558,1803,4005,510,15181,1451,830,787,2517,2900,827,643,1807,2727,2029,1480,4817,1762,2074,1525,4802,1888,850,3301,13438,6405,936,3518,14275,7385,207,863,2625,6646,244,793,2436,6506,563,139,249,336,474,311,277,169,25,220,75,157,42,435,225,68,8511198,47016,284
39669,4088,578,16135,1754,3924,485,15695,1370,780,763,2480,2694,728,640,1663,2671,1990,1480,4747,1568,2031,1448,4415,1644,723,3408,14281,6160,904,3459,15235,7110,178,865,2954,6703,156,781,2743,6747,463,133,241,307,487,297,271,133,18,207,74,179,40,492,212,74,8510681,47844,284
40010,4220,633,16367,1634,4069,557,15965,1447,802,766,2413,2679,790,636,1734,2713,1985,1536,4637,1707,2048,1432,4770,1664,784,3419,14171,6429,1010,3692,15157,7028,179,916,2936,6927,218,772,2796,6477,511,125,269,319,448,293,294,152,12,231,76,152,42,428,198,67,8507761,48497,284
36004,3544,1069,17655,1292,3715,1028,17036,1182,858,879,3177,2918,798,825,2574,3072,3170,1711,3384,1903,3182,1627,3388,1975,2323,8008,7876,3446,2455,7992,8160,4221,294,2781,4635,3302,310,2557,4698,3003,574,338,304,291,481,432,295,253,60,450,98,132,89,523,100,101,8507058,54394,285
36451,3504,1033,17795,1298,3768,1038,17065,1168,806,808,3185,2800,809,861,2550,3015,3274,1755,3336,1864,3190,1669,3397,1990,2470,8431,7597,3392,2499,8273,7767,4087,312,2781,4759,3409,297,2890,4742,2922,534,327,255,298,465,457,276,258,51,444,79,110,94,556,103,85,8505448,55103,285
37595,3744,1041,18407,1345,3770,1066,17541,1234,809,868,3331,3004,783,855,2630,3057,3259,1709,3514,1890,3289,1662,3513,2089,2616,8364,7981,3380,2486,8562,8351,4174,347,2826,4865,3582,304,2914,5121,3133,563,336,292,284,494,472,344,292,62,489,86,130,92,528,132,122,8497746,56525,285
45492,5146,1292,17154,1471,5221,1302,17174,1299,944,1138,3828,3672,1032,967,3156,3621,3822,1942,3959,2310,4024,1840,4102,2442,3600,8968,6233,5546,3688,8456,6577,5851,416,3474,3802,4287,439,4018,3593,3517,718,460,290,274,613,594,293,200,35,386,61,107,53,394,71,93,8478214,56329,286
43739,5503,1026,15353,1176,5607,1089,15310,1060,935,1071,3358,3427,1112,954,2985,3296,3932,1806,3908,2221,3953,1843,3883,2312,4329,9407,5815,5830,4160,9032,6094,6203,360,3464,3436,3732,347,4160,3384,3070,578,382,176,166,593,417,276,188,33,231,34,84,37,208,71,63,8491579,51202,286
41192,5105,1029,15208,1128,5155,1113,15057,1076,878,1029,3219,3247,1091,902,2796,3163,3573,1736,3839,2061,3835,1874,3768,2213,3780,8962,5777,5476,3733,8517,6096,5817,325,2981,3444,3690,345,3817,3460,3033,533,350,156,152,485,431,285,184,29,231,38,64,33,219,48,70,8502895,49257,286
29765,2940,1181,11501,1043,3015,1112,11480,1001,783,932,2993,2503,789,870,2491,2694,2919,1451,2249,1810,3089,1475,2443,1662,2684,5912,3184,2050,2888,6130,3364,2441,276,2511,1866,1862,311,2618,1965,1286,413,322,222,198,295,458,298,201,62,333,49,90,58,329,72,100,8577993,32968,287
29241,2904,1163,11312,1108,2928,1104,11194,1010,791,821,2873,2540,840,841,2568,2685,2909,1456,2309,1749,2946,1434,2429,1643,2449,5794,3212,1911,2761,5684,3365,2259,247,2238,2108,1850,308,2449,2034,1362,388,372,202,195,329,491,316,251,54,361,53,76,47,393,64,131,8580032,33416,287
